State,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
Washington,2017,May,63.8,60.8,3719971(R),3544553(R),175418(R),4.7(R)
Washington,2017,Jun,63.9,60.9,3727894(R),3552475(R),175419(R),4.7(R)
Washington,2017,Jul,63.9,60.9,3734579(R),3559278(R),175301(R),4.7(R)
Washington,2017,Aug,63.9,60.9,3739701(R),3564798(R),174903(R),4.7(R)
Washington,2017,Sep,63.9,60.9,3743691(R),3569425(R),174266(R),4.7(R)
Washington,2017,Oct,63.8,60.9,3747458(R),3573959(R),173499(R),4.6(R)
Washington,2017,Nov,63.8,60.9,3751607(R),3578825(R),172782(R),4.6(R)
Washington,2017,Dec,63.8,60.9,3756630(R),3584565(R),172065(R),4.6(R)
Washington,2018,Jan,63.9,60.9,3762893(R),3591510(R),171383(R),4.6(R)
Washington,2018,Feb,63.9,61,3770387(R),3599592(R),170795(R),4.5(R)
Washington,2018,Mar,64,61.1,3778474(R),3608360(R),170114(R),4.5(R)
Washington,2018,Apr,64,61.2,3785883(R),3616762(R),169121(R),4.5(R)
Washington,2018,May,64,61.2,3792258(R),3624247(R),168011(R),4.4(R)
Washington,2018,Jun,64.1,61.2,3798610(R),3631464(R),167146(R),4.4(R)
Washington,2018,Jul,64.1,61.3,3805825(R),3639106(R),166719(R),4.4(R)
Washington,2018,Aug,64.2,61.4,3814864(R),3647826(R),167038(R),4.4(R)
Washington,2018,Sep,64.3,61.4,3825717(R),3657561(R),168156(R),4.4(R)
Washington,2018,Oct,64.4,61.5,3837511(R),3667579(R),169932(R),4.4(R)
Washington,2018,Nov,64.5,61.6,3849304(R),3677322(R),171982(R),4.5(R)
Washington,2018,Dec,64.6,61.7,3860043(R),3686298(R),173745(R),4.5(R)
West Virginia,2017,Jan,53,50.2,778115(R),736779(R),41336(R),5.3(R)
West Virginia,2017,Feb,53,50.3,777364(R),737246(R),40118(R),5.2(R)
West Virginia,2017,Mar,53,50.3,776921(R),737577(R),39344(R),5.1(R)
West Virginia,2017,Apr,53,50.4,776906(R),737840(R),39066(R),5.0(R)
West Virginia,2017,May,53.1,50.4,777311(R),738153(R),39158(R),5.0(R)
West Virginia,2017,Jun,53.2,50.5,777991(R),738485(R),39506(R),5.1(R)
West Virginia,2017,Jul,53.2,50.5,778851(R),738809(R),40042(R),5.1(R)
West Virginia,2017,Aug,53.3,50.5,779701(R),739089(R),40612(R),5.2(R)
West Virginia,2017,Sep,53.4,50.6,780391(R),739301(R),41090(R),5.3(R)
West Virginia,2017,Oct,53.4,50.6,780894(R),739435(R),41459(R),5.3(R)
West Virginia,2017,Nov,53.5,50.6,781184(R),739434(R),41750(R),5.3(R)
West Virginia,2017,Dec,53.5,50.7,781433(R),739424(R),42009(R),5.4(R)
West Virginia,2018,Jan,53.6,50.7,781862(R),739607(R),42255(R),5.4(R)
West Virginia,2018,Feb,53.7,50.8,782563(R),740125(R),42438(R),5.4(R)
West Virginia,2018,Mar,53.8,50.8,783406(R),740960(R),42446(R),5.4(R)
West Virginia,2018,Apr,53.8,50.9,784056(R),741842(R),42214(R),5.4(R)
West Virginia,2018,May,53.9,51,784408(R),742590(R),41818(R),5.3(R)
West Virginia,2018,Jun,53.9,51.1,784602(R),743308(R),41294(R),5.3(R)
West Virginia,2018,Jul,54,51.2,784789(R),744113(R),40676(R),5.2(R)
West Virginia,2018,Aug,54,51.2,785214(R),745101(R),40113(R),5.1(R)
West Virginia,2018,Sep,54.1,51.3,786047(R),746313(R),39734(R),5.1(R)
West Virginia,2018,Oct,54.2,51.5,787220(R),747715(R),39505(R),5.0(R)
West Virginia,2018,Nov,54.3,51.6,788515(R),749233(R),39282(R),5.0(R)
West Virginia,2018,Dec,54.4,51.7,789633(R),750656(R),38977(R),4.9(R)
Wisconsin,2017,Jan,68.3,65.8,3127391(R),3013979(R),113412(R),3.6(R)
Wisconsin,2017,Feb,68.3,65.9,3128569(R),3018688(R),109881(R),3.5(R)
Wisconsin,2017,Mar,68.3,66,3130104(R),3023461(R),106643(R),3.4(R)
Wisconsin,2017,Apr,68.4,66.1,3132004(R),3027791(R),104213(R),3.3(R)
Wisconsin,2017,May,68.4,66.1,3134228(R),3031530(R),102698(R),3.3(R)
Wisconsin,2017,Jun,68.4,66.2,3136337(R),3034318(R),102019(R),3.3(R)
Wisconsin,2017,Jul,68.4,66.2,3137927(R),3036064(R),101863(R),3.2(R)
Wisconsin,2017,Aug,68.4,66.2,3138347(R),3036889(R),101458(R),3.2(R)
Wisconsin,2017,Sep,68.3,66.1,3137353(R),3037173(R),100180(R),3.2(R)
Wisconsin,2017,Oct,68.2,66.1,3135391(R),3037272(R),98119(R),3.1(R)
Wisconsin,2017,Nov,68.2,66.1,3132930(R),3037053(R),95877(R),3.1(R)
Wisconsin,2017,Dec,68.1,66,3130606(R),3036632(R),93974(R),3.0(R)
Wisconsin,2018,Jan,68,66,3129139(R),3036181(R),92958(R),3.0(R)
Wisconsin,2018,Feb,68,66,3128762(R),3035713(R),93049(R),3.0(R)
Wisconsin,2018,Mar,68,65.9,3128769(R),3034914(R),93855(R),3.0(R)
Wisconsin,2018,Apr,67.9,65.9,3127690(R),3033030(R),94660(R),3.0(R)
Wisconsin,2018,May,67.8,65.8,3124755(R),3029703(R),95052(R),3.0(R)
Wisconsin,2018,Jun,67.7,65.7,3120433(R),3025633(R),94800(R),3.0(R)
Wisconsin,2018,Jul,67.6,65.5,3115579(R),3021673(R),93906(R),3.0(R)
Wisconsin,2018,Aug,67.4,65.4,3111545(R),3018569(R),92976(R),3.0(R)
Wisconsin,2018,Sep,67.4,65.4,3109070(R),3016588(R),92482(R),3.0(R)
Wisconsin,2018,Oct,67.3,65.3,3108080(R),3015479(R),92601(R),3.0(R)
Wisconsin,2018,Nov,67.3,65.3,3108131(R),3014771(R),93360(R),3.0(R)
Wisconsin,2018,Dec,67.3,65.2,3108207(R),3013527(R),94680(R),3.0(R)
Wyoming,2017,Jan,65.7,62.7,295208(R),281572(R),13636(R),4.6(R)
Wyoming,2017,Feb,65.6,62.7,294529(R),281452(R),13077(R),4.4(R)
Wyoming,2017,Mar,65.5,62.7,293902(R),281354(R),12548(R),4.3(R)
Wyoming,2017,Apr,65.5,62.8,293398(R),281264(R),12134(R),4.1(R)
Wyoming,2017,May,65.4,62.8,293071(R),281175(R),11896(R),4.1(R)
Wyoming,2017,Jun,65.4,62.8,292919(R),281071(R),11848(R),4.0(R)
Wyoming,2017,Jul,65.4,62.8,292842(R),280937(R),11905(R),4.1(R)
Wyoming,2017,Aug,65.4,62.7,292734(R),280774(R),11960(R),4.1(R)
Wyoming,2017,Sep,65.4,62.7,292566(R),280584(R),11982(R),4.1(R)
Wyoming,2017,Oct,65.3,62.6,292320(R),280372(R),11948(R),4.1(R)
Wyoming,2017,Nov,65.2,62.6,292024(R),280158(R),11866(R),4.1(R)
Wyoming,2017,Dec,65.2,62.5,291730(R),279971(R),11759(R),4.0(R)
Wyoming,2018,Jan,65.1,62.5,291480(R),279834(R),11646(R),4.0(R)
Wyoming,2018,Feb,65.1,62.5,291319(R),279768(R),11551(R),4.0(R)
Wyoming,2018,Mar,65.1,62.5,291252(R),279766(R),11486(R),3.9(R)
Wyoming,2018,Apr,65.1,62.5,291237(R),279782(R),11455(R),3.9(R)
Wyoming,2018,May,65.1,62.5,291244(R),279789(R),11455(R),3.9(R)
Wyoming,2018,Jun,65.1,62.5,291278(R),279808(R),11470(R),3.9(R)
Wyoming,2018,Jul,65.1,62.5,291346(R),279865(R),11481(R),3.9(R)
Wyoming,2018,Aug,65.1,62.5,291434(R),279981(R),11453(R),3.9(R)
Wyoming,2018,Sep,65,62.5,291506(R),280171(R),11335(R),3.9(R)
Wyoming,2018,Oct,65,62.5,291554(R),280435(R),11119(R),3.8(R)
Wyoming,2018,Nov,65,62.6,291572(R),280731(R),10841(R),3.7(R)
Wyoming,2018,Dec,65,62.6,291555(R),281011(R),10544(R),3.6(R)
Puerto Rico,2017,Jan,1122137(R),989877(R),132260(R),11.8(R),,
Puerto Rico,2017,Feb,1121892(R),992491(R),129401(R),11.5(R),,
Puerto Rico,2017,Mar,1116778(R),991673(R),125105(R),11.2(R),,
Puerto Rico,2017,Apr,1108640(R),988249(R),120391(R),10.9(R),,
Puerto Rico,2017,May,1098575(R),982500(R),116075(R),10.6(R),,
Puerto Rico,2017,Jun,1088764(R),975320(R),113444(R),10.4(R),,
Puerto Rico,2017,Jul,1081644(R),968862(R),112782(R),10.4(R),,
Puerto Rico,2017,Aug,1078833(R),965193(R),113640(R),10.5(R),,
Puerto Rico,2017,Sep,1079960(V),964344(V),115616(V),10.7(V),,
Puerto Rico,2017,Oct,1041748(R),924285(R),117463(R),11.3(R),,
Puerto Rico,2017,Nov,1084425(R),966577(R),117848(R),10.9(R),,
Puerto Rico,2017,Dec,1084929(R),968707(R),116222(R),10.7(R),,
Puerto Rico,2018,Jan,1084419(R),970913(R),113506(R),10.5(R),,
Puerto Rico,2018,Feb,1083813(R),973105(R),110708(R),10.2(R),,
Puerto Rico,2018,Mar,1082885(R),974969(R),107916(R),10.0(R),,
Puerto Rico,2018,Apr,1081750(R),976621(R),105129(R),9.7(R),,
Puerto Rico,2018,May,1081525(R),979008(R),102517(R),9.5(R),,
Puerto Rico,2018,Jun,1081770(R),982218(R),99552(R),9.2(R),,
Puerto Rico,2018,Jul,1080582(R),984200(R),96382(R),8.9(R),,
Puerto Rico,2018,Aug,1077904(R),984683(R),93221(R),8.6(R),,
Puerto Rico,2018,Sep,1074627(R),984221(R),90406(R),8.4(R),,
Puerto Rico,2018,Oct,1071799(R),982842(R),88957(R),8.3(R),,
Puerto Rico,2018,Nov,1070043(R),980839(R),89204(R),8.3(R),,
Puerto Rico,2018,Dec,1069715(R),979158(R),90557(R),8.5(R),,
